id,original,simple,references,score,system
30,"on november 5, 2022, fifa sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","fifa told all participating nations to stop talking about qatar's human rights records on november 5, 2022. they wanted everyone to ""respect all opinions and beliefs without telling the rest of the world what to do"" and urged people to ""focus on the football.""","['on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.']",78.33333333333333,GPT-3-zero-shot
30,"on november 5, 2022, fifa sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.","['on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.']",79.33333333333333,Human 1 Writing
30,"on november 5, 2022, fifa sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","on november 5, 2022, fifa sent a letter to all participating nations. it told them to stop any discussion of qatar’s poor human rights records, to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world"", and to ""focus on the football.""","['on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.']",81.66666666666667,Human 2 Writing
30,"on november 5, 2022, fifa sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","on november 5, 2022, fifa sent out a letter to all participating nations telling them to stop talking about qatar and to focus on the football. the letter said that they should ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"".","['on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.']",80.0,Muss
30,"on november 5, 2022, fifa sent out a letter to all participating nations telling them to cease and avoid any further or current discussion of qatar's poor human rights records to ""respect all opinions and beliefs, without handing out moral lessons to the rest of the world"" and to ""focus on the football.""","on 5 november 2022, fifa sent out a letter to all the nations in the fifa world cup, asking them to stop talking about qatar's human rights problems and to ""focus on the football. ""","['on november 5, 2022, fifa sent a letter to all of its participating nations. this letter told them to stop discussing qatar’s poor human rights records to “respect all opinions and beliefs, without handing out moral lessons to the rest of the world” and to “focus on the football.”.']",97.66666666666667,T5-3B
31,"on november 9, fetterman was projected as the winner of the election by media outlets.","on november 9, media outlets announced that fetterman had won the election.","['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",74.0,GPT-3-few-shot
31,"on november 9, fetterman was projected as the winner of the election by media outlets.",the media projected fetterman to win the election on november 9.,"['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",82.0,GPT-3-zero-shot
31,"on november 9, fetterman was projected as the winner of the election by media outlets.","on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.","['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",66.66666666666667,Human 1 Writing
31,"on november 9, fetterman was projected as the winner of the election by media outlets.","on november 9, fetterman was predicted by the media as the winner of the election.","['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",76.0,Human 2 Writing
31,"on november 9, fetterman was projected as the winner of the election by media outlets.","on november 9, the media said that fetterman was the winner of the election.","['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",80.0,Muss
31,"on november 9, fetterman was projected as the winner of the election by media outlets.","on november 9, fetterman was thought to be the winner of the election by media outlets.","['on novermber 9, media outlets predicted fetterman would win the us senate election in pennsylvania.']",71.33333333333333,T5-3B
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on november 20, 2022, the orion spacecraft started to be affected by the moon's gravity more than earth's. this happened at 19:09 utc, after five days of flight.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",85.33333333333333,GPT-3-few-shot
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on november 20, 2022 at 19:09 utc, the orion spacecraft began to be affected by the moon's gravity, since it had entered the moon's sphere of influence.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",77.66666666666667,GPT-3-zero-shot
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",82.66666666666667,Human 1 Writing
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence. this meant that the moon was pulling the spacecraft with more gravitational force than the earth.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",88.33333333333333,Human 2 Writing
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on november 20, 2022, at 19:09 utc, the spacecraft entered the lunar sphere of influence and the moon's gravity became stronger than the earth's when the spacecraft was very close to it.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",73.33333333333333,Muss
32,"on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, thus the moon's gravitational force became stronger than earth's relative to the spacecraft.","on the fifth day of flight, november 20, 2022, at 19:09 utc, the orion spacecraft entered the lunar sphere of influence, so the moon's gravitational force became stronger than earth's relative to the spacecraft.","[""on the fifth day of flight, the orion spaceship entered the lunar sphere of influence. this means that the moon's gravitational force could influence the spaceship more than the earth's.""]",55.0,T5-3B
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.","in january 2023, she will be sworn in as the governor of massachusetts and will become the first female to do so. she is also the first openly lesbian and third openly lgbt person after kate brown and jared polis to be elected governor of a us state.","['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",62.333333333333336,GPT-3-few-shot
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.","she will become the first female governor of massachusetts in january 2023, and the first openly lesbian governor of a u.s. state, along with the third openly lgbt person (after kate brown and jared polis).","['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",66.66666666666667,GPT-3-zero-shot
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.","she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.","['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",63.333333333333336,Human 1 Writing
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.",she will become the first openly lesbian woman and third openly lbgt person to be governor of a u.s. state.,"['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",80.0,Human 2 Writing
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.","when she takes office in january 2023, she will be the first woman governor of massachusetts and the first openly lesbian governor of any u.s. state. she will also be the first openly lesbian governor of any u.s. state.","['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",64.33333333333333,Muss
33,"once inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person (after kate brown and jared polis) to take office as governor of a u.s. state.","when inaugurated in january 2023, she will become the first female governor of massachusetts as well as the first openly lesbian woman and third openly lgbt person to hold the office of governor of a u.s. state.","['she will officially start her position as governor of massachusetts in january 2023. when this happens, she will become the first female governor of massachussets. she will also be the first openly lesbian woman and third openly lgbt person to take office as governor of a u.s state.']",70.0,T5-3B
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","during the war of restoration of independence, elvas was besieged multiple times. in 1658, spanish commander don luis de haro led a siege against the city. the fort's defenders showed great courage and refused to surrender.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",81.66666666666667,GPT-3-few-shot
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","the city of elvas was besieged multiple times during the war of restoration of independence, but in 1658 don luis de haro led a particularly memorable siege. the fort was particularly noted for its heroic defenders who successfully defended the area.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",83.66666666666667,GPT-3-zero-shot
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",68.33333333333333,Human 1 Writing
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","during the war of restoration of independence, the fort was repeatedly attacked. the fort stood out for its historic resistance during the siege of the city of elvas, which spanish commander don luis de haro led in 1658.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",84.66666666666667,Human 2 Writing
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","it was often attacked during the war of restoration of independence. in 1658, the spanish commander don luis de haro attacked the city of elvas, and the defenders of the fort gave their lives to save the city.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",85.0,Muss
34,"repeatedly besieged during the war of restoration of independence, it was during the siege of the city of elvas, led by the spanish commander don luis de haro in 1658, that the fort stood out for its defenders' heroic resistance.","it was besieged repeatedly during the war of restoration of independence. during the siege of the city of elvas led by the spanish commander don luis de haro in 1658, the fort stood out for its defenders'heroic resistance.","['repeatedly attacked during the war of restoration of independence, it was during the attack on the city of elvas that the fort stood out for its heroic resistance.']",62.666666666666664,T5-3B
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans have said that progressives and liberals are responsible for the rise in violent crime and homicides in 2020 and 2021, although biden had previously said no to cutting funds for the police, which many racial justice protesters supported.","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",77.66666666666667,GPT-3-few-shot
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans have attributed the rise in violent crime and homicides in 2020 and 2021 to progressives and liberals, whereas biden had declined to support the ""defund the police"" slogan, favored by racial justice activists.","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",66.66666666666667,GPT-3-zero-shot
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",70.66666666666667,Human 1 Writing
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans have blamed the increase in violent crime on progressives and liberals. however,  biden had rejected calls from racial justice protesters to “defund the police.”","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",78.0,Human 2 Writing
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals. however, biden has said that he would not do anything to make the police less needed.","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",60.0,Muss
35,"republicans have blamed the increase in violent crime and homicides in 2020 and 2021 on progressives and liberals, although biden had previously rejected calls to ""defund the police"", a slogan supported by racial justice protesters.","republicans have blamed the increase in violent crime and homicides in 2020 on progressives and liberals. biden previously rejected calls to ""defund the police "", a slogan supported by racial justice protesters.","['republicans blamed the increase in violent crime in 2020 and 2021 on democrats. however, biden has refused to “defund the police”, a slogan supported by racial justice protesters.']",61.0,T5-3B
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.",robinson went back to west point in 1972 as the 3rd regimental tactical officer. his job was to educate and train cadets.,['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],93.33333333333333,GPT-3-few-shot
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.",robinson went back to west point in 1972 and was given the job of developing and teaching cadets as the third regimental tactical officer.,['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],77.66666666666667,GPT-3-zero-shot
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.",robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.,['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],86.66666666666667,Human 1 Writing
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.","robinson went back to west point in 1972. over there, he was the 3rd regimental tactical officer. he was in charge of coaching new military students and helping them become better.",['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],83.33333333333333,Human 2 Writing
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.",robinson returned to west point in 1972 as the 3rd regimental tactical officer. his main job at west point was to train the new cadets.,['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],77.0,Muss
36,"robinson returned to west point in 1972 to serve as the 3rd regimental tactical officer, where he was tasked with developing and training cadets.",robinson returned to west point in 1972 to be the 3rd regimental tactical officer. he was tasked with developing and training cadets.,['robinson came back to west point in 1972 to serve as the 3rd regimental tactical officer. he had to develop and train cadets.'],65.66666666666667,T5-3B
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.","the activists shouted at the russian delegation, saying they were guilty of war crimes and didn't deserve to be there or receive respect.",['the activists said that the russians were war criminals and shouldn’t be at the conference.'],91.66666666666667,GPT-3-few-shot
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.","the activists shouted at the russian delegation, accusing them of being war criminals and saying that they had no right to attend the conference and did not deserve respect.",['the activists said that the russians were war criminals and shouldn’t be at the conference.'],81.66666666666667,GPT-3-zero-shot
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.",the activists said that the russians were war criminals and shouldn’t be at the conference.,['the activists said that the russians were war criminals and shouldn’t be at the conference.'],96.0,Human 1 Writing
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.",the activists targeted the russian delegation at a conference. they said russians did not deserve respect nor should be at the conference.,['the activists said that the russians were war criminals and shouldn’t be at the conference.'],81.66666666666667,Human 2 Writing
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.","the activists called out to the russian delegation. they said that the russians were war criminals, and that they should not be allowed to be at the meeting.",['the activists said that the russians were war criminals and shouldn’t be at the conference.'],84.33333333333333,Muss
37,"the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.","the activists called out to the russian delegation, stating that the russians were war criminals who didn't have the right to be present at the conference and didn't deserve respect.",['the activists said that the russians were war criminals and shouldn’t be at the conference.'],51.666666666666664,T5-3B
38,"the architecture of winchester college is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and early modern periods, to a major expansion of accommodation in the victorian era and then further extensions at the turn of the 20th century and more recently.","winchester college was built in several architectural styles over its long history, beginning in 1382. additions and extensions were made in the medieval and early modern periods, and then more additions in the victorian era and again in the 20th century.","['the buildings of winchester college have diverse architectural styles. they reflect multiple periods of building from the college’s founding in 1382, through additions in the medieval and early modern periods. they also show big expansions to accommodations in the victorian era and at the beginning of the 20th century and more recently.']",80.66666666666667,GPT-3-few-shot
38,"the architecture of winchester college is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and early modern periods, to a major expansion of accommodation in the victorian era and then further extensions at the turn of the 20th century and more recently.","winchester college was founded in 1382, and has since gone through different phases of construction, featuring a variety of architectural styles from medieval, early modern, victorian to 20th century.","['the buildings of winchester college have diverse architectural styles. they reflect multiple periods of building from the college’s founding in 1382, through additions in the medieval and early modern periods. they also show big expansions to accommodations in the victorian era and at the beginning of the 20th century and more recently.']",96.66666666666667,GPT-3-zero-shot
38,"the architecture of winchester college is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and early modern periods, to a major expansion of accommodation in the victorian era and then further extensions at the turn of the 20th century and more recently.","the buildings of winchester college have diverse architectural styles. they reflect multiple periods of building from the college’s founding in 1382, through additions in the medieval and early modern periods. they also show big expansions to accommodations in the victorian era and at the beginning of the 20th century and more recently.","['the buildings of winchester college have diverse architectural styles. they reflect multiple periods of building from the college’s founding in 1382, through additions in the medieval and early modern periods. they also show big expansions to accommodations in the victorian era and at the beginning of the 20th century and more recently.']",87.0,Human 1 Writing
38,"the architecture of winchester college is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and early modern periods, to a major expansion of accommodation in the victorian era and then further extensions at the turn of the 20th century and more recently.",winchester college’s architecture includes a variety of architectural styles. this reflects multiple periods of building from when the college was founded in 1382 way until its most recent extensions. this includes additions made during the medieval and early modern periods and a major expansion of accommodation in the victorian era.,"['the buildings of winchester college have diverse architectural styles. they reflect multiple periods of building from the college’s founding in 1382, through additions in the medieval and early modern periods. they also show big expansions to accommodations in the victorian era and at the beginning of the 20th century and more recently.']",71.0,Human 2 Writing
38,"the architecture of winchester college is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and early modern periods, to a major expansion of accommodation in the victorian era and then further extensions at the turn of the 20th century and more recently.","the architecture of winchester college is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, to a major expansion of accommodation at the turn of the 20th century and to further extensions at the end of the 20th century, to the present day.","['the buildings of winchester college have diverse architectural styles. they reflect multiple periods of building from the college’s founding in 1382, through additions in the medieval and early modern periods. they also show big expansions to accommodations in the victorian era and at the beginning of the 20th century and more recently.']",65.66666666666667,Muss
38,"the architecture of winchester college is a diverse set of architectural styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and early modern periods, to a major expansion of accommodation in the victorian era and then further extensions at the turn of the 20th century and more recently.","the architecture of winchester college is a diverse set of styles, reflecting the multiple periods of building from the college's foundation in 1382, through additions in the medieval and early modern periods, to a major expansion in the victorian era and then further extensions at the turn of the 20th century and more recently.","['the buildings of winchester college have diverse architectural styles. they reflect multiple periods of building from the college’s founding in 1382, through additions in the medieval and early modern periods. they also show big expansions to accommodations in the victorian era and at the beginning of the 20th century and more recently.']",64.0,T5-3B
39,"the book is illustrated with more than 200 newly commissioned color photographs by the british architectural photographer morley von sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.",the book features more than 200 new color photographs taken by the british architectural photographer morley von sternberg. it also includes older images of buildings that have been significantly altered or demolished.,['the book contains more than 200 newly commissioned color photographs by morley von sternbeg. it also contains older images which show buildings that were changed significantly or destroyed.'],80.0,GPT-3-few-shot
39,"the book is illustrated with more than 200 newly commissioned color photographs by the british architectural photographer morley von sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.","more than 200 brand-new, colored photographs have been taken by british architectural photographer morley von sternberg for this book. additionally, older images have been used to show buildings that have changed or been destroyed.",['the book contains more than 200 newly commissioned color photographs by morley von sternbeg. it also contains older images which show buildings that were changed significantly or destroyed.'],80.66666666666667,GPT-3-zero-shot
39,"the book is illustrated with more than 200 newly commissioned color photographs by the british architectural photographer morley von sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.",the book contains more than 200 newly commissioned color photographs by morley von sternbeg. it also contains older images which show buildings that were changed significantly or destroyed.,['the book contains more than 200 newly commissioned color photographs by morley von sternbeg. it also contains older images which show buildings that were changed significantly or destroyed.'],84.33333333333333,Human 1 Writing
39,"the book is illustrated with more than 200 newly commissioned color photographs by the british architectural photographer morley von sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.",the book has more than 200 new color photographs taken by the british architectural photographer morley von sternberg. it also has older images to show buildings that have been changed a lot or destroyed.,['the book contains more than 200 newly commissioned color photographs by morley von sternbeg. it also contains older images which show buildings that were changed significantly or destroyed.'],93.66666666666667,Human 2 Writing
39,"the book is illustrated with more than 200 newly commissioned color photographs by the british architectural photographer morley von sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.","the book is illustrated with more than 200 newly commissioned color photographs by the british architectural photographer morley von sternberg, as well as older images that have not been used a lot since the book was first published.",['the book contains more than 200 newly commissioned color photographs by morley von sternbeg. it also contains older images which show buildings that were changed significantly or destroyed.'],46.666666666666664,Muss
39,"the book is illustrated with more than 200 newly commissioned color photographs by the british architectural photographer morley von sternberg, as well as older images where needed to illustrate buildings that have been significantly altered or demolished.",the book has more than 200 newly commissioned colour photographs by the british architectural photographer morley von sternberg. there are also older images where needed to show buildings that have been significantly altered or demolished.,['the book contains more than 200 newly commissioned color photographs by morley von sternbeg. it also contains older images which show buildings that were changed significantly or destroyed.'],74.33333333333333,T5-3B
40,"the club said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community"", and that it offered condolences to the victims and their families.","the club reported on social media that customers were able to contain the gunman. they expressed that they were ""shocked and saddened by the vicious attack on our community"" and offered their deepest sympathies to the victims and their families.","['on social media, the club said customers stopped the gunman. it wrote it was ""devastated by the senseless attack on our community."" it also gave words of support to the victims and their families.']",76.33333333333333,GPT-3-few-shot
40,"the club said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community"", and that it offered condolences to the victims and their families.","the club announced on social media that customers had managed to overpower the gunman. they declared that they were ""deeply saddened by the senseless attack on our community"", and offered condolences to those affected and their families.","['on social media, the club said customers stopped the gunman. it wrote it was ""devastated by the senseless attack on our community."" it also gave words of support to the victims and their families.']",77.66666666666667,GPT-3-zero-shot
40,"the club said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community"", and that it offered condolences to the victims and their families.","on social media, the club said customers stopped the gunman. it wrote it was ""devastated by the senseless attack on our community."" it also gave words of support to the victims and their families.","['on social media, the club said customers stopped the gunman. it wrote it was ""devastated by the senseless attack on our community."" it also gave words of support to the victims and their families.']",91.66666666666667,Human 1 Writing
40,"the club said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community"", and that it offered condolences to the victims and their families.","on social media, the club said that customers stopped the gunman. they also said that they were “devastated by the senseless attack on our community” and that they felt sorry for the victims and their families.","['on social media, the club said customers stopped the gunman. it wrote it was ""devastated by the senseless attack on our community."" it also gave words of support to the victims and their families.']",87.66666666666667,Human 2 Writing
40,"the club said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community"", and that it offered condolences to the victims and their families.","the club said on social media that the gunman was subdued by customers and that it was ""devastated by the senseless attack on our community"". it offered condolences to the victims and their families.","['on social media, the club said customers stopped the gunman. it wrote it was ""devastated by the senseless attack on our community."" it also gave words of support to the victims and their families.']",64.33333333333333,Muss
40,"the club said on social media that customers subdued the gunman, that it was ""devastated by the senseless attack on our community"", and that it offered condolences to the victims and their families.","the club said on social media that customers stopped the gunman, that it was ""devastated by the senseless attack on our community "", and that it offered condolences to the victims and their families.","['on social media, the club said customers stopped the gunman. it wrote it was ""devastated by the senseless attack on our community."" it also gave words of support to the victims and their families.']",61.666666666666664,T5-3B
41,"the complainant claimed that he had not renounced his nepali citizenship while being an american citizen, and nepali law does not allow the provision of dual citizenship.",the complainant said he was still a nepali citizen even though he had become an american one. nepali law does not allow people to have two citizenships at the same time.,['the person suing said that he did not renounce his nepali citizenship while being an american citizen. this is important because nepali law does not allow for dual citizenship.'],79.0,GPT-3-few-shot
41,"the complainant claimed that he had not renounced his nepali citizenship while being an american citizen, and nepali law does not allow the provision of dual citizenship.","the complainant said he had not given up his nepali citizenship even though he had become a citizen of the us, which is not allowed according to nepali law.",['the person suing said that he did not renounce his nepali citizenship while being an american citizen. this is important because nepali law does not allow for dual citizenship.'],90.0,GPT-3-zero-shot
41,"the complainant claimed that he had not renounced his nepali citizenship while being an american citizen, and nepali law does not allow the provision of dual citizenship.",the person suing said that he did not renounce his nepali citizenship while being an american citizen. this is important because nepali law does not allow for dual citizenship.,['the person suing said that he did not renounce his nepali citizenship while being an american citizen. this is important because nepali law does not allow for dual citizenship.'],91.66666666666667,Human 1 Writing
41,"the complainant claimed that he had not renounced his nepali citizenship while being an american citizen, and nepali law does not allow the provision of dual citizenship.",the complaint said he did not renounce his nepali citizenship while being an american citizen.,['the person suing said that he did not renounce his nepali citizenship while being an american citizen. this is important because nepali law does not allow for dual citizenship.'],76.66666666666667,Human 2 Writing
